periodicity,seasonadj,geo_level,geography,ind_level,industry,ownercode,sex,agegrp,race,ethnicity,education,firmage,firmsize,year,quarter,Emp,HirAEndR,sEmp,sHirAEndR,version
Q,U,S,46,S,31-33,A00,0,A05,A0,A0,E0,0,0,2013,4,9136,0.063,1,6,QWISA_F SD 46 1998:1-2016:4 V4.1.2 R2017Q3 qwipu_sd_20170829_1125
Q,U,S,46,S,31-33,A00,0,A05,A0,A0,E0,0,0,2014,1,9087,0.072,1,6,QWISA_F SD 46 1998:1-2016:4 V4.1.2 R2017Q3 qwipu_sd_20170829_1125
Q,U,S,46,S,31-33,A00,0,A05,A0,A0,E0,0,0,2014,2,9324,0.084,1,6,QWISA_F SD 46 1998:1-2016:4 V4.1.2 R2017Q3 qwipu_sd_20170829_1125
Q,U,S,46,S,31-33,A00,0,A05,A0,A0,E0,0,0,2014,3,9358,0.078,1,6,QWISA_F SD 46 1998:1-2016:4 V4.1.2 R2017Q3 qwipu_sd_20170829_1125
Q,U,S,46,S,31-33,A00,0,A05,A0,A0,E0,0,0,2014,4,9588,0.072,1,6,QWISA_F SD 46 1998:1-2016:4 V4.1.2 R2017Q3 qwipu_sd_20170829_1125
Q,U,S,46,S,31-33,A00,0,A05,A0,A0,E0,0,0,2015,1,9497,0.063,1,6,QWISA_F SD 46 1998:1-2016:4 V4.1.2 R2017Q3 qwipu_sd_20170829_1125
Q,U,S,46,S,31-33,A00,0,A05,A0,A0,E0,0,0,2015,2,9441,0.07,1,6,QWISA_F SD 46 1998:1-2016:4 V4.1.2 R2017Q3 qwipu_sd_20170829_1125
Q,U,S,46,S,31-33,A00,0,A05,A0,A0,E0,0,0,2015,3,9281,0.07,1,6,QWISA_F SD 46 1998:1-2016:4 V4.1.2 R2017Q3 qwipu_sd_20170829_1125
Q,U,S,46,S,31-33,A00,0,A05,A0,A0,E0,0,0,2015,4,9333,0.077,1,6,QWISA_F SD 46 1998:1-2016:4 V4.1.2 R2017Q3 qwipu_sd_20170829_1125
Q,U,S,46,S,31-33,A00,0,A05,A0,A0,E0,0,0,2016,1,9362,0.056,1,6,QWISA_F SD 46 1998:1-2016:4 V4.1.2 R2017Q3 qwipu_sd_20170829_1125
Q,U,S,46,S,31-33,A00,0,A05,A0,A0,E0,0,0,2016,2,9458,0.071,1,6,QWISA_F SD 46 1998:1-2016:4 V4.1.2 R2017Q3 qwipu_sd_20170829_1125
Q,U,S,46,S,31-33,A00,0,A05,A0,A0,E0,0,0,2016,3,9365,0.076,1,6,QWISA_F SD 46 1998:1-2016:4 V4.1.2 R2017Q3 qwipu_sd_20170829_1125
Q,U,S,46,S,31-33,A00,0,A05,A0,A0,E0,0,0,2016,4,9453,,1,-1,QWISA_F SD 46 1998:1-2016:4 V4.1.2 R2017Q3 qwipu_sd_20170829_1125
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,1998,1,,,-1,-1,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,1998,2,147009,0.093,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,1998,3,146370,0.071,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,1998,4,149010,0.066,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,1999,1,146515,0.058,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,1999,2,149540,0.07,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,1999,3,148814,0.106,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,1999,4,148401,0.067,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2000,1,146842,0.068,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2000,2,147264,0.073,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2000,3,144399,0.068,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2000,4,145131,0.056,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2001,1,141290,0.055,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2001,2,138843,0.057,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2001,3,134296,0.055,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2001,4,131598,0.046,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2002,1,129558,0.052,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2002,2,128108,0.06,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2002,3,126935,0.057,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2002,4,125918,0.049,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2003,1,123664,0.051,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2003,2,122631,0.049,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2003,3,120112,0.054,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2003,4,120561,0.052,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2004,1,119593,0.06,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2004,2,120687,0.065,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2004,3,120427,0.064,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2004,4,120102,0.054,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2005,1,118624,0.059,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2005,2,118997,0.059,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2005,3,116301,0.063,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2005,4,116352,0.055,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2006,1,115865,0.056,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2006,2,114743,0.062,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2006,3,112314,0.078,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2006,4,111768,0.049,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2007,1,109662,0.056,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2007,2,108481,0.059,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2007,3,105674,0.06,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2007,4,104438,0.057,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2008,1,103206,0.06,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2008,2,102676,0.053,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2008,3,99170,0.05,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2008,4,96711,0.034,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2009,1,91017,0.027,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2009,2,85010,0.037,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2009,3,81881,0.058,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2009,4,82204,0.039,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2010,1,80270,0.045,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2010,2,80697,0.059,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2010,3,79630,0.066,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2010,4,79190,0.053,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2011,1,78904,0.054,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2011,2,79703,0.065,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2011,3,80242,0.061,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2011,4,79756,0.053,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2012,1,78240,0.07,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2012,2,79850,0.07,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2012,3,79662,0.062,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2012,4,80109,0.055,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2013,1,78942,0.054,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2013,2,78878,0.061,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2013,3,78243,0.067,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2013,4,78998,0.057,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2014,1,78610,0.057,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2014,2,78968,0.065,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2014,3,78138,0.066,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2014,4,78558,0.062,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2015,1,78580,0.056,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2015,2,79004,0.069,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2015,3,78050,0.073,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2015,4,78840,0.07,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2016,1,78849,0.069,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2016,2,79323,0.076,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2016,3,78769,0.083,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2016,4,78614,0.069,1,6,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,47,S,31-33,A00,0,A05,A0,A0,E0,0,0,2017,1,78896,,1,-1,QWISA_F TN 47 1998:1-2017:1 V4.1.3 R2017Q4 qwipu_tn_20171121_1621
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1993,2,,,-1,-1,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1993,3,49370,0.09,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1993,4,49633,0.073,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1994,1,48956,0.099,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1994,2,50602,0.095,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1994,3,52179,0.089,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1994,4,52810,0.097,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1995,1,53382,0.101,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1995,2,54243,0.102,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1995,3,56798,0.101,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1995,4,59067,0.099,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1996,1,58915,0.154,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1996,2,59757,0.085,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1996,3,60065,0.097,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1996,4,60485,0.081,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1997,1,60993,0.101,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1997,2,64455,0.09,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1997,3,65949,0.108,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1997,4,67918,0.128,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1998,1,66896,0.128,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1998,2,61086,0.13,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1998,3,61839,0.127,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1998,4,62049,0.104,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1999,1,62500,0.132,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1999,2,62816,0.108,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1999,3,62447,0.117,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,1999,4,60302,0.178,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,2000,1,62553,0.11,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,2000,2,62035,0.122,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,2000,3,62778,0.12,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,2000,4,62267,0.11,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,2001,1,61858,0.159,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,2001,2,61077,0.082,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,2001,3,58863,0.077,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,2001,4,54878,0.068,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,2002,1,53116,0.145,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,2002,2,54216,0.079,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,2002,3,52652,0.09,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,2002,4,51320,0.098,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,2003,1,51589,0.074,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,2003,2,50072,0.077,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,2003,3,48146,0.089,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,2003,4,50446,0.086,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,2004,1,46607,0.07,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,2004,2,46276,0.098,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
Q,U,S,08,S,31-33,A00,0,A05,A0,A0,E0,0,0,2004,3,46274,0.083,1,6,QWISA_F CO 08 1993:2-2017:1 V4.1.3 R2017Q4 qwipu_co_20171109_1853
